text,label,task
So fast did you run that everyone gasped.,1,eng
So intelligent a dog did you buy that everyone gasped.,1,eng
I know how much you ate.,1,eng
I know how fast you ran.,1,eng
I know how intelligent a dog you bought.,1,eng
He ate so much that he got sick.,1,eng
So much did he eat that he got sick.,1,eng
"The more you eat, the more you want.",1,eng
I wonder to how many people Bill talks.,1,eng
"The longer he has to wait, the angrier John gets.",1,eng
"If he has to wait, John gets angry.",1,eng
"The more that pictures of him appear in the news, the more embarrassed John becomes.",1,eng
"The more pictures of himself that appear in the news, the more embarrassed John becomes.",1,eng
"The more that pictures of himself appear in the news, the more embarrassed John becomes.",1,eng
"The more pictures of him appear in the news, the more likely John is to get arrested.",1,eng
"The more that pictures of him appear in the news, the more likely John is to get arrested.",1,eng
"The more that John gets upset by them, the more that stories about him seem to show up in the news.",1,eng
"John is more embarrassed, the more pictures of him appear in the news.",1,eng
"John is more embarrassed, the more pictures of him that appear in the news.",1,eng
"John is more embarrassed, the more pictures of himself appear in the news.",1,eng
"John is more embarrassed, the more pictures of himself that appear in the news.",1,eng
"Stories about him seem to show up more on the evening news, the more that John gets upset by them.",1,eng
"If you give him enough opportunity, every senator will succumb to corruption.",1,eng
You give him enough opportunity and every senator will succumb to corruption.,1,eng
"If you give any senator enough opportunity, he will succumb to corruption.",1,eng
You give any senator enough opportunity and he will succumb to corruption.,1,eng
"The more lobbyists he talks to, the more corrupt every senator seems to become.",1,eng
"The more lobbyists wine and dine him, the more every senator is susceptible to corruption.",1,eng
"Every senator becomes more corrupt, the more lobbyists he talks to.",1,eng
"Any senator becomes more corrupt, the more lobbyists he talks to.",1,eng
"Every senator seems to become more corrupt, if he talks to more lobbyists.",1,eng
"Any senator seems to become more corrupt, if he talks to more lobbyists.",1,eng
"Any senator seems to become more corrupt, as he talks to more lobbyists.",1,eng
"The sooner you solve this problem, the more easily you'll satisfy the folks up at corporate headquarters.",1,eng
This is the sort of problem which the sooner you solve the more easily you'll satisfy the folks up at corporate headquarters.,1,eng
"The folks up at corporate headquarters are the sort of people who the sooner you solve this problem, the more easily you'll satisfy.",1,eng
"This problem, the sooner you solve the more easily you'll satisfy the folks up at corporate headquarters.",1,eng
Who did you give pictures of to friends of?,1,eng
It is this problem that the sooner you solve the more easily you'll satisfy the folks up at corporate headquarters.,1,eng
"The harder that it rains, how much faster a flow do you see in the river?",1,eng
"They failed to tell me which problem the sooner I solve, the quicker the folks up at corporate headquarters.",1,eng
This is a problem that you'll be able to tell the folks up at corporate headquarters to buzz off if you solve it.,1,eng
John saw the man in the room.,1,eng
Which room did John see the man in?,1,eng
Who did John think that Bill claimed that Mary suspected that everybody liked?,1,eng
John could not visit Sally.,1,eng
What John could do is not visit Sally.,1,eng
John couldn't visit Sally.,1,eng
Why did John leave?,1,eng
I hit the ball.,1,eng
You hit the ball.,1,eng
They hit the ball.,1,eng
I am not going.,1,eng
Aren't I going?,1,eng
"Louise is unhappy, isn't she?",1,eng
"Louise likes not being happy, doesn't she?",1,eng
"Not many books survived the fire, did they?",1,eng
"No books survived the fire, did they?",1,eng
"He hasn't often paid taxes, has he?",1,eng
"He can't pay taxes, can he?",1,eng
She does not see him.,1,eng
She kept not seeing him.,1,eng
She could not have been working.,1,eng
He could not have been working.,1,eng
He cannot have been working.,1,eng
He can simply not have been working.,1,eng
You must not simply not work.,1,eng
He may not just not have been working.,1,eng
He can't have been working.,1,eng
Can't he have been working?,1,eng
Can he not have been working?,1,eng
John wrote books.,1,eng
John did not write books.,1,eng
"`` I am so happy '', thought John.",1,eng
down the hill rolled John.,1,eng
John often kisses Mary.,1,eng
Who do you think Mary said John likes?,1,eng
Who do you think that Mary said that John likes?,1,eng
How do you think that Mary solved the problem?,1,eng
How did you think that Mary solved the problem?,1,eng
Mary hired someone.,1,eng
I heard that Mary hired someone.,1,eng
I resigned because Mary hired someone.,1,eng
Mary wondered which picture of himself Bill saw?,1,eng
Which picture of himself does Mary think that John said that Susan likes?,1,eng
"Mary thinks that John said that pictures of himself, Susan likes?",1,eng
"If you don't believe me, you will the weatherman?",1,eng
"I rolled up a newspaper, and Lynn did a magazine?",1,eng
"Kathy likes astronomy, but she doesn't meteorology?",1,eng
The DA proved Jones guilty and the Assistant DA will prove Smith.,1,eng
"Mary will believe Susan, and you will Bob.",1,eng
You might not believe me but you will Bob.,1,eng
How did you solve the problem?,1,eng
I wonder who could solve the problem in this way.,1,eng
No candidate can predict how many people will vote for him.,1,eng
Every politician is worried when the press starts attacking him.,1,eng
Which politician appointed the journalist who supported him?,1,eng
"John sells books, Mary buys records and Bill V newspapers.",1,eng
The question of whether John met Mary worries the people who support.,1,eng
They have left.,1,eng
Have they left?,1,eng
Could they have left?,1,eng
He has often seen Mary.,1,eng
He I often sees Mary.,1,eng
It seems that it is likely that John will win.,1,eng
It seems that John is likely to win.,1,eng
John seems to be likely to win.,1,eng
How intelligent do you consider John?,1,eng
He has left.,1,eng
His book is nice.,1,eng
Bill saw him.,1,eng
Bill works with him.,1,eng
John believes him to be a nice guy.,1,eng
John considers him a nice guy.,1,eng
For him to do that would be a mistake.,1,eng
"With him sick, the team is in trouble.",1,eng
John believes that he is sick.,1,eng
Who do you think that Bill likes?,1,eng
Who do you think that Bill believes to be innocent?,1,eng
Someone stole my car.,1,eng
My car was stolen.,1,eng
John has often kissed Mary.,1,eng
The kids have all eaten the chocolate.,1,eng
"In general, he understands what's going on.",1,eng
It's probable that in general he understands what's going on.,1,eng
I explained how to fix the sink.,1,eng
I explained how we should fix the sink.,1,eng
I explained that we should fix the sink.,1,eng
Mickey looked up the reference.,1,eng
Mickey looked the reference up.,1,eng
Mickey looked up them.,1,eng
Mickey teamed up with the women.,1,eng
Mickey pointed out that Gary had left.,1,eng
Mickey slips up all the time.,1,eng
What does John think Mary bought?,1,eng
John wonders what Mary bought.,1,eng
Who bought what?,1,eng
Who is reading a book that criticizes who?,1,eng
Who remembers where we bought what?,1,eng
There aren't many linguistics students here.,1,eng
I haven't met many linguistics students.,1,eng
What does every student buy?,1,eng
I need Sally to be there.,1,eng
The boat was sunk to collect the insurance.,1,eng
John wants to win.,1,eng
The bed was unmade.,1,eng
John was unknown.,1,eng
We knew John to be the murderer.,1,eng
He fed the children.,1,eng
The children were uneducated.,1,eng
The children were undisciplined.,1,eng
I believed these students all to like John.,1,eng
They tried to all like John.,1,eng
I believed these students to all like John.,1,eng
Did you believe him ever to have made an effort to talk to the student?,1,eng
Did he try to ever be attentive to the needs of students?,1,eng
Did you believe him to ever have made an effort to talk to the student?,1,eng
work out an analysis that is typical of this view of understood subjects.,1,eng
They were believed all to be quite diligent.,1,eng
Was he believed ever to fail students?,1,eng
There is tending to be more and more discussion of these issues.,1,eng
John seemed to be a great linguist.,1,eng
There promises to be a storm tonight.,1,eng
John strived to be successful.,1,eng
John wanted to improve his lot in life.,1,eng
John expected to win.,1,eng
This book is too dense to be read in one sitting.,1,eng
John tried.,1,eng
John remembered.,1,eng
John is refused.,1,eng
John forgot.,1,eng
They seemed all to like John.,1,eng
John believes Sally to be polite.,1,eng
I believe John with all my heart to be a fine person.,1,eng
We would like John to win.,1,eng
We would prefer John to be the candidate.,1,eng
I would like for John to win.,1,eng
I would hate for John to win.,1,eng
I would prefer for John to be the candidate.,1,eng
John destroyed the house.,1,eng
The electrode emitted ions into the medium.,1,eng
Ions struck the electrode.,1,eng
The medium contains ions.,1,eng
Ions left the electrode.,1,eng
The electrode was struck by ions.,1,eng
The ball lies in the box.,1,eng
The ball rolled from the bush to the tree.,1,eng
The box contains the ball.,1,eng
The tree dropped fruit to the ground.,1,eng
Fruit hit the ground from the tree.,1,eng
The stone knocked against the pole into the road.,1,eng
The stone knocked the pole into the road.,1,eng
The box contained the ball.,1,eng
The tree gradually dropped its fruit to the ground.,1,eng
The tree dropped its fruit to the ground.,1,eng
Fruit hit the roof.,1,eng
Fruit hit the roof from the tree.,1,eng
Fruit at once hit the roof from the tree.,1,eng
Fruit dropped from the tree.,1,eng
The tree changed into an oak.,1,eng
The tree changed from a maple into an oak.,1,eng
The maple changed into an oak from a cedar.,1,eng
The maple changed into an oak.,1,eng
The oak developed out of a maple.,1,eng
The train reached the station.,1,eng
The branches knocked against the wall.,1,eng
The child became a man.,1,eng
The party lasted till midnight.,1,eng
The dog went crazy.,1,eng
It struck John that it was so.,1,eng
It came to John that it was so.,1,eng
The snake saw into the nest.,1,eng
Hard work resulted in high grades.,1,eng
The farm passed to John.,1,eng
John is touching the wall.,1,eng
The wall is being touched by John.,1,eng
A bear occupies the cave.,1,eng
A bear inhabits the cave.,1,eng
Water fills the tub.,1,eng
The electric main joins the house circuit in the basement.,1,eng
The house circuit is joined by the electric main in the basement.,1,eng
The fence straddles the sidewalk.,1,eng
The sidewalk is straddled by the fence.,1,eng
The man with a book.,1,eng
Gas escaped the tube.,1,eng
The terrorist escaped the prison cell.,1,eng
The prison cell was escaped by the terrorist.,1,eng
The rolling stone avoided the river.,1,eng
The river was avoided by the rolling stone.,1,eng
The agents caught the terrorist.,1,eng
The sponge soaked up the water.,1,eng
The tub filled with water.,1,eng
John received a book.,1,eng
John learned a lesson.,1,eng
The parcel reached John.,1,eng
John received the parcel.,1,eng
The farm finally got to John after much litigation.,1,eng
Water filled the cup high.,1,eng
Water filled the cup.,1,eng
The cup filled with water.,1,eng
the barge piled high with logs.,1,eng
a stone blocked the road.,1,eng
the branch dropped its apple free.,1,eng
Some branches broke off of the tree.,1,eng
The tree dropped some branches.,1,eng
The tree lost some branches.,1,eng
Water bubbled out of the kettle.,1,eng
The kettle bubbled water.,1,eng
The tub leaked empty of water.,1,eng
Hail stones broke the window.,1,eng
The force of the wind broke the window.,1,eng
The window broke from the force of the wind.,1,eng
What the force of the wind did to the window was break it.,1,eng
John hit the stone against the wall.,1,eng
John hit the wall with the stone.,1,eng
John tapped some wine from a barrel.,1,eng
John tapped a barrel of some wine.,1,eng
John laid the book on the table.,1,eng
John included his name in the list.,1,eng
John loaded the bricks onto the truck.,1,eng
John loaded the truck with bricks.,1,eng
John fed rice to the baby.,1,eng
John fed the baby rice.,1,eng
John fed the baby up with rice.,1,eng
The ball lies completely in the box.,1,eng
The box completely contains the ball.,1,eng
The train got to the station fully.,1,eng
The train reached the station fully.,1,eng
Press the stamp against the pad completely.,1,eng
Press the pad with the stamp completely.,1,eng
Spray the paint onto the wall completely.,1,eng
Spray all the paint onto the wall completely.,1,eng
Spray the whole wall with the paint.,1,eng
What John did to the wall was paint it.,1,eng
What John did to the whole wall was paint it.,1,eng
What John did to the wall was hit it.,1,eng
John took Bill to be a fool.,1,eng
Give the bottle to the baby full.,1,eng
Give the baby the bottle full.,1,eng
Rub the cloth on the baby torn.,1,eng
Rub the baby with the cloth torn.,1,eng
Dry the baby with the cloth asleep.,1,eng
The stone knocked the cup apart.,1,eng
The cup smashed apart against the stone.,1,eng
The stone smashed the cup apart.,1,eng
The tank filled with petrol out of the pump.,1,eng
The cup emptied of water onto the ground.,1,eng
John included her name in the list.,1,eng
John rolled the ball from the tree to the bush.,1,eng
John tapped the bottle of some water.,1,eng
John gave Bill the book.,1,eng
John got the book from Bill.,1,eng
We have someone in the living room.,1,eng
John is very fond of Mary.,1,eng
Mary laughed at John.,1,eng
The ship sank beneath the waves.,1,eng
Mary considers John a fool and Bill a wimp.,1,eng
John regards professors as strange and politicians as creepy.,1,eng
Sue put the books on the table and the records on the chair.,1,eng
Harriet gave a mug to John and a scarf to Vivien.,1,eng
I expect John to win and Harry to lose.,1,eng
You eat the fish raw and the beef cooked.,1,eng
They told Sue who to talk to and Virginia when to leave.,1,eng
"Smith loaned, and his widow later donated, a valuable collection of manuscripts to the library.",1,eng
"Sue moved, and Mary also transferred, her business to a different location.",1,eng
"I succeeded in convincing, even though John had failed to persuade, Mary not to leave.",1,eng
"We didn't particularly like, but nevertheless ate, the fish raw.",1,eng
"Flo desperately wants, though she doesn't really expect, the Miami Dolphins to be in the play-offs.",1,eng
John learned French perfectly.,1,eng
Bill recited his lines poorly.,1,eng
Mary plays the violin beautifully.,1,eng
John learned French immediately.,1,eng
Bill recited his lines slowly.,1,eng
Mary will play the violin soon.,1,eng
John immediately learned French.,1,eng
Bill slowly recited his lines.,1,eng
Mary will soon play the violin.,1,eng
John immediately learned French perfectly.,1,eng
John learned French perfectly almost immediately.,1,eng
John learned French perfectly immediately.,1,eng
John rolled the ball perfectly down the hill.,1,eng
John rolled the ball down the hill perfectly.,1,eng
John shot the ball perfectly.,1,eng
John spoke intimately to Mary.,1,eng
John spoke to Mary intimately.,1,eng
John spoke French intimately to Mary.,1,eng
John spoke French to Mary intimately.,1,eng
Mary jumped the horse perfectly over the last fence.,1,eng
Mary jumped the horse over the last fence perfectly.,1,eng
We consider the men all fools.,1,eng
We consider the men all totally crazy.,1,eng
The teacher ordered the two boys both to pay close attention.,1,eng
They returned the books all to their owners.,1,eng
We painted the chairs all red.,1,eng
The trainer fed the steaks all to the lions.,1,eng
Mary left the room angry.,1,eng
John resembles Bill.,1,eng
The package weighed 10 lb.,1,eng
This book cost $10.,1,eng
The book cost John $10.,1,eng
We proclaimed John to the public to be a hero.,1,eng
We proclaimed John sincerely to be a hero.,1,eng
We proclaimed John sincerely to the public to be a hero.,1,eng
They represented Mary to the dean as a genuine linguist.,1,eng
They represented Mary seriously as a genuine linguist.,1,eng
They represented Mary seriously to the dean as a genuine linguist.,1,eng
We proved Smith conclusively to be the thief.,1,eng
We proved Smith conclusively to the authorities to be the thief.,1,eng
The gardener watered the tulips flat.,1,eng
The grocer ground the coffee beans to a fine powder.,1,eng
They painted their house a hideous shade of green.,1,eng
The joggers ran their Nikes threadbare.,1,eng
The kids laughed themselves into a frenzy.,1,eng
He coughed his handkerchief completely soggy.,1,eng
They fed the meat to the lions raw.,1,eng
We love them.,1,eng
Our love they.,1,eng
Our love them.,1,eng
Our love their.,1,eng
his belief that Mary kissed Bill is mistaken.,1,eng
Mary loves him.,1,eng
Mary is fond of him.,1,eng
Mary criticized him.,1,eng
Mary's criticism of him was cruel.,1,eng
That John loves Mary is doubtful.,1,eng
For John to love Mary would be doubtful.,1,eng
To go abroad would be nice.,1,eng
John's plan to go abroad is nice.,1,eng
Mary believed John to have loved her.,1,eng
Mary considered John to have loved her.,1,eng
Mary reported John to have loved her.,1,eng
Mary tried to go abroad.,1,eng
Mary intended to go abroad.,1,eng
Mary managed to go abroad.,1,eng
Mary desired to go abroad.,1,eng
Mary believed him to have loved her.,1,eng
Mary considered him to have loved her.,1,eng
It is certain that John has loved Mary.,1,eng
It is likely that John has loved Mary.,1,eng
There are strangers in that garden.,1,eng
There are arriving three men at that station.,1,eng
I consider there to be a man in that garden.,1,eng
They alleged there to have been many strangers in that garden.,1,eng
John wagered there to have been a stranger in that haunted house.,1,eng
John tried to kiss Mary.,1,eng
John persuaded Mary to kiss him.,1,eng
John told Mary to kiss him.,1,eng
It is illegal to park here.,1,eng
I remembered him having kissed Mary.,1,eng
I reported him having kissed Mary.,1,eng
I reported having kissed Mary.,1,eng
I enjoy taking a bath.,1,eng
I detest taking a bath.,1,eng
I saw him kissing Mary.,1,eng
I noticed him kissing Mary.,1,eng
John's refusing the offer is shocking.,1,eng
the enemy's destroying the city was horrific.,1,eng
John's refusal of the offer was shocking.,1,eng
the enemy's destruction of the city was horrific.,1,eng
"I often send Mary home drunk, and she gets there just fine.",1,eng
"I don't think Fred will, either.",1,eng
"José likes cabbage, and Holly does too.",1,eng
"José ate cabbage, and Holly has too.",1,eng
"José is eating cabbage, and Holly is too.",1,eng
John is leaving but Mary's not.,1,eng
I consider Bill intelligent and I consider Sally not.,1,eng
"John wants to go on vacation, but he doesn't know when to.",1,eng
"Sally might have eaten cabbage, but Holly shouldn't.",1,eng
"José asks that we go to the meeting, and Sally will tell us when.",1,eng
It's to Mary that Joe said Holly can talk.,1,eng
"Mary claimed that eaten cabbage, Holly hasn't.",1,eng
"Mary claimed that eating cabbage, Holly's not.",1,eng
"Mary claimed that eat cabbage, Holly wants to.",1,eng
"John didn't hit a home run, but I know a woman who did.",1,eng
"That Betsy won the batting crown is not surprising, but that Peter didn't know she did is surprising.",1,eng
"Lilly decided that eating cabbage, she should be.",1,eng
"Read Fred's story, I also want to.",1,eng
Mag Wildwood came to introduce the bartender but I came not to.,1,eng
Mag Wildwood came to introduce the bartender but I came precisely not to.,1,eng
You should unload rifles because not to s is dangerous.,1,eng
"If Ron knows whether to wear a tuxedo, and Caspar knows whether not to, do they know different things?",1,eng
Lucy recounted a story to remember because Holly had recounted as story not to.,1,eng
Did Harry leave?,1,eng
Does Joe sing?,1,eng
Every man who said he would buy some salmon did.,1,eng
I visited every town I had to.,1,eng
Every town in every country I had to I visited.,1,eng
Every man who said he would buy some salmon did buy some salmon.,1,eng
Lilly should buy salmon and Mary should too.,1,eng
Lilly should buy salmon and Mary should buy salmon too.,1,eng
"Joe's neuroses bother his patrons, and Sally's neuroses do too.",1,eng
"Joe likes his bar, and Sally's patrons do too.",1,eng
Every picture of itself arrived.,1,eng
My uncle doesn't have a spouse but your aunt does and he is lying on the floor.,1,eng
"I know which book Max read, and which book Oscar didn't.",1,eng
"This is the book of which Bill approves, and this is the one of which he doesn't.",1,eng
Dulles suspected everyone who Angleton did.,1,eng
"While Bob read Fred, he didn't Dickens.",1,eng
"Sally suspected Joe, but he didn't Holly.",1,eng
Sally will stand near every woman that you will.,1,eng
"I know which woman Holly will discuss a report about, but I don't know which woman you will.",1,eng
"While Truman didn't visit me, he did you.",1,eng
"While Truman didn't tell me a story, he did Rusty.",1,eng
"While José won't talk about Mag, he might about Holly.",1,eng
"Although Doc might tell it to you, he won't to me.",1,eng
I think you need to show yourself more than you do anyone else.,1,eng
"While Truman doesn't want to visit every city, he does Barcelona.",1,eng
"Fred likes eggplants, although he likes cabbage too.",1,eng
"Although he likes cabbage too, Fred likes eggplants.",1,eng
Fred gave flowers to his sweetie because Frank had.,1,eng
"China is a country that Joe wants to visit, and he will too, if he gets enough money.",1,eng
"Jerry wouldn't read a book by Babel, but Meryl has done so and it was pretty good.",1,eng
"Joe might wish he had, but this isn't a country he has visited.",1,eng
"While I might want to, this is the kind of thing that Harris has already suggested.",1,eng
We like our friends and they do too.,1,eng
We like our friends and they like our friends too.,1,eng
"We like our friends and they like their friends, too.",1,eng
Rusty talked about himself only after Holly did.,1,eng
"I could find no solution, but Holly might.",1,eng
Fred talked about everything before Rusty did.,1,eng
"Joe will go to the store, even though Fred already has.",1,eng
"Today there is little or no official harassment of lesbians and gays by the national government, although autonomous governments might.",1,eng
"The candidate was dogged by charges of infidelity and avoiding the draft, or at least trying to.",1,eng
"This information could have been released by Gorbachev, but he chose not to.",1,eng
"A lot of this material can be presented in a fairly informal and accessible fashion, and often I do.",1,eng
John does not like Mary.,1,eng
John tries to often meet Mary.,1,eng
John tries not to meet Mary.,1,eng
Is Mary running the marathon?,1,eng
Mary is often running the marathon.,1,eng
Mary is not running the marathon.,1,eng
"I didn't, as Bill had thought, go to the store.",1,eng
"I did, as Bill had thought, go to the store.",1,eng
The writers could so believe the boy.,1,eng
The writers did so believe the boy.,1,eng
Rome destroyed Carthage.,1,eng
Rome's destruction of Carthage was horrific.,1,eng
John bought the picture of himself that Bill saw.,1,eng
The perception of the problem is quite thorough.,1,eng
The knowledge of the problem is quite thorough.,1,eng
The sinking of the ship was very devious.,1,eng
The sinking of the ship to collect the insurance was very devious.,1,eng
The ship's sinking was very devious.,1,eng
The testing of such drugs on oneself is too risky.,1,eng
The ship was sunk to collect the insurance.,1,eng
This drug must first be tested on oneself.,1,eng
The president's moral destruction is complete.,1,eng
The moral destruction of the president was certainly not helpful.,1,eng
Mary wants to wear nice blue German dress.,1,eng
Tomatoes were introduced in Europe after 1492.,1,eng
We rich have impeccable taste.,1,eng
I read his every book.,1,eng
Every boy named a planet.,1,eng
I showed every boy a planet.,1,eng
Few boys read any of the books.,1,eng
I showed few boys any of the books.,1,eng
I was not reading a book when you came in.,1,eng
A boy did not laugh.,1,eng
Most boys did not laugh.,1,eng
Every boy named Mercury and Venus.,1,eng
Every boy named every planet.,1,eng
Each student speaks two languages.,1,eng
Two students speak each language.,1,eng
Some tourists visited all the museums.,1,eng
Fond of some boy every girl is.,1,eng
A critic thinks that every book is readable.,1,eng
Who does he admire?,1,eng
He admires every man.,1,eng
Who admires what?,1,eng
Someone from every city hates it.,1,eng
Some professor admires every student.,1,eng
Some professor admires every student and hates the dean.,1,eng
Everyone reported that Max and some lady disappeared.,1,eng
Most guests will be offended if we don't invite some philosopher.,1,eng
All students believe anything that many teachers say.,1,eng
Who will be offended if we don't invite which philosopher?,1,eng
Who believes anything that who says?,1,eng
Exactly two boys kissed some girl.,1,eng
Mary dates exactly two of the men who know a producer I like.,1,eng
Every student has to come up with three arguments that show that some condition proposed by Bill is wrong.,1,eng
"If we invite some philosopher, Max will be offended.",1,eng
Three relatives of mine inherited a house.,1,eng
"If three relatives of mine die, I will inherit a house.",1,eng
Everyone attended some seminar.,1,eng
Exactly half of the students attended some seminar.,1,eng
More than three students attended every seminar.,1,eng
Every student attended more than three seminars.,1,eng
Every man lifted the table.,1,eng
The men surrounded the fort.,1,eng
All the men surrounded the fort.,1,eng
The men lifted the table together.,1,eng
A hundred men lifted the table together.,1,eng
All the men lifted the table together.,1,eng
Every man lifted a table.,1,eng
Each man lifted a table.,1,eng
Someone attended every seminar.,1,eng
More than two students attended every seminar.,1,eng
You married no one.,1,eng
I will force you to marry no one.,1,eng
Everyone had been worrying himself stiff.,1,eng
Everyone who had been worrying himself stiff said that he was relieved.,1,eng
There were five tourists in the room apart from myself.,1,eng
Physicists like yourself are a godsend.,1,eng
Max boasted that the queen invited Lucie and himself for a drink.,1,eng
Which pictures of him did Earl see?,1,eng
Which pictures of Earl did he see?,1,eng
Bill seems to himself to be handsome.,1,eng
Bill seems to him to be handsome.,1,eng
John will see which picture of himself?,1,eng
Each other's houses seem to the women to be garish.,1,eng
Each other's houses appear to the women to be garish.,1,eng
These stories about himself worry John more than anything else.,1,eng
Which picture that John took at the party did he decide to display in his house?,1,eng
Which report that John revised did he submit?,1,eng
Mary always prefers lemons to limes.,1,eng
Mary always has preferred lemons to limes.,1,eng
The dog that the rat bit chased the cat.,1,eng
Jean never reads this newspaper.,1,eng
A gun which I had cleaned went off.,1,eng
I gave a gun which I had cleaned to my brother.,1,eng
I gave a gun to my brother which I had cleaned.,1,eng
He let the cats out which were whining.,1,eng
Who did Mary see walking toward the railroad station?,1,eng
Whom did Mary see walking toward the railroad station?,1,eng
Do you know the boy who Mary saw?,1,eng
Do you know the boy whom Mary saw?,1,eng
The government prescribes the height of the lettering on the covers of the reports.,1,eng
Who did he expect to show up who I was acquainted with?,1,eng
Whose book did you find?,1,eng
He will put the chair between some table and some sofa.,1,eng
I know who is mad at John.,1,eng
I know a boy mad at John.,1,eng
John is taller than Dill.,1,eng
John is taller than Bill is.,1,eng
I want to go.,1,eng
Shaving myself is difficult for me.,1,eng
The shock touched off the explosion.,1,eng
The shock touched the explosion off.,1,eng
I called almost all of the men from Boston up.,1,eng
I ran an old man down.,1,eng
He attributed the fire to a short circuit.,1,eng
He attributed to a short circuit the fire which.,1,eng
He threw the letter into the wastebasket.,1,eng
They dismissed the proposal as too costly.,1,eng
They dismissed as too costly the proposal for the State to build a sidewalk from Dartmouth to Smith.,1,eng
I found to be delicious some fruit which I picked up on the way home.,1,eng
I found delicious some fruit which I picked up on my way home.,1,eng
Did the fact that John showed up please you?,1,eng
I want the fact that Bill left to remain a secret.,1,eng
I want it to remain a secret that Bill left.,1,eng
What the thing which I ate cost almost broke me.,1,eng
What the thing cost which I ate almost broke me.,1,eng
I went out with a girl who it pleased that John showed up.,1,eng
I loaned a man who was watching the race my binoculars.,1,eng
She asked a man who was near the window whether it looked like rain.,1,eng
He figured it out.,1,eng
He figured Ann out.,1,eng
He figured something out.,1,eng
He figured the answer out.,1,eng
He figured out the answer.,1,eng
I sent him that.,1,eng
I sent him something.,1,eng
They gave the reports which he had brought with him to me.,1,eng
I insist on seeing all the student' through who started out the term in my class.,1,eng
Tom drives as that man does.,1,eng
Tom drives like that man.,1,eng
I know a man who Tom drives like.,1,eng
Tom drives the way that that man drives.,1,eng
Toms drives the way that that man does.,1,eng
John is taller than that man is.,1,eng
is taller than that man.,1,eng
John is as tall as that man.,1,eng
I know a man who John is as tall as.,1,eng
Mary has never kissed a man who is taller than John is.,1,eng
Mary has never kissed a man who is taller than John.,1,eng
Mary has never kissed a Man taller than John.,1,eng
Mary has never kissed as tall a man as John.,1,eng
The brave are not afraid to die.,1,eng
Drowning cats are hard to rescue.,1,eng
Drowning cats is against the law.,1,eng
I know a taller man than John.,1,eng
The shooting of the prisoners shocked me.,1,eng
"He told Peter that I know a taller man than John, but Peter didn't believe it.",1,eng
"I divulged when Bill promised to call me, but I did so reluctantly.",1,eng
"I'll talk to John on Friday about the report that the shooting of the prisoners shocked me, and to his wife on Saturday.",1,eng
I read a statement which was about that man.,1,eng
I read a statement about that man.,1,eng
The man who I read a statement about is sick.,1,eng
I read that Bill had seen me.,1,eng
Evidence that he was drunk will be presented.,1,eng
Evidence will be presented that he was drunk.,1,eng
That the defendant had been rude was stoutly denied by his lawyer.,1,eng
Bill told me something awful: that ice won't sink.,1,eng
This is a hat which I'm going to see to it that my wife buys.,1,eng
This is a hat which I'm going to see that my wife buys.,1,eng
Phineas knows a girl who is jealous of Maxime.,1,eng
Phineas knows a girl who is behind Maxime.,1,eng
Phineas knows a girl who is working with Maxime.,1,eng
I believed the claim that Otto was wearing this hat.,1,eng
I believed that Otto was wearing this hat.,1,eng
The hat which I believed that Otto was wearing is red.,1,eng
Rutherford understands himself.,1,eng
The man who ordered ice cream said the pudding would be tasty.,1,eng
The pudding which the man who ordered ice cream said would be tasty was a horror show.,1,eng
The man who ordered it said the pudding would be tasty.,1,eng
The sheriff denied that gangsters had bribed him.,1,eng
That gangsters had bribed him was denied by the sheriff.,1,eng
"The money which I have hopes that the company will squander amounts to $400,000.",1,eng
"The money which I will have a chance to squander amounts to $400,000.",1,eng
"The money which I will make a proposal for us to squander amounts to $400,000.",1,eng
"The money which I will make a proposal that we squander amounts to $400,000.",1,eng
I yawned.,1,eng
Sam progressed.,1,eng
Bill gave me $40.,1,eng
I took a snooze.,1,eng
Sam made progress.,1,eng
Bill made a gift to me of $40.,1,eng
Max gave the car a shove.,1,eng
I have a feeling that Arch will show up.,1,eng
Bob proved that this set is recursive.,1,eng
Bob proved this set is recursive.,1,eng
The proof that this set is recursive is difficult.,1,eng
I have hopes the company will squander the money.,1,eng
I have a feeling the company will squander the money.,1,eng
Dick's claim that semantics is generative is preposterous.,1,eng
We are discussing their claim that flying saucers are real.,1,eng
Myron is making the claim that dead is better than red.,1,eng
The man who was arrested by Officer Bob went mad.,1,eng
Jack is claiming that you won't need it.,1,eng
Jack is claiming you won't need it.,1,eng
You're going to hurt yourself one of these days.,1,eng
I spoke to Bill about himself.,1,eng
I know a man who hates me.,1,eng
I read him two statements about himself.,1,eng
I know two men who are behind me.,1,eng
I know two men behind me.,1,eng
You are too flip with people who are jealous of you.,1,eng
I screamed at some children who were watching me.,1,eng
I screamed at some children watching me.,1,eng
"Irma washed the dishes, and Sally dried, and Floyd idled.",1,eng
I went to the store and bought some whisky.,1,eng
I went to the store and Nike bought some whisky.,1,eng
Here's the whisky which I went to the store and bought.,1,eng
Here's the whisky which I went to the store and Mike bought.,1,eng
Tony has a Fiat and yearns for a tall nurse.,1,eng
I went to the store and have bought some excellent whisky.,1,eng
I went to the store to buy some whisky.,1,eng
She's gone and ruined her dress now.,1,eng
I've got to try and find that screw.,1,eng
Aunt Hattie wants you to be nice and kiss your granny.,1,eng
The screw which I've got to try and find holds the door to the frame.,1,eng
