idx,sentence,label
10063,does little here ,0
10065,doze off thirty minutes into the film ,0
10067,"an affable but undernourished romantic comedy that fails to match the freshness of the actress-producer and writer 's previous collaboration , miss congeniality . ",0
10068,making it awfully hard to buy the impetus for the complicated love triangle that develops between the three central characters ,0
10070,the seemingly irreconcilable situation ,0
10071,'s a pale imitation ,0
10073,useless movie ,0
10075,", we get a cinematic postcard that 's superficial and unrealized . ",0
10076,than an hour-and-a-half-long commercial for britney 's latest album ,0
10078,( a ) stale retread of the '53 original ,0
10081,in cinema history as the only movie ever in which the rest of the cast was outshined by ll cool j. ,0
10082,directed action sequences and some of the worst dialogue in recent memory . ,0
10083,know the picture is in trouble . ,0
10085,a movie that 's held captive by mediocrity . ,0
10086,the film fails to fulfill its own ambitious goals ,0
10087,damaged-goods ,0
10090,mechanical you can smell the grease on the plot ,0
10091,"lack depth or complexity , with the ironic exception of scooter ",0
10093,is : ` scooby ' do n't ,0
10094,"no new plot conceptions or environmental changes , just different bodies for sharp objects to rip through . ",0
10095,"obviously , a lot of people wasted a lot of their time ( including mine ) on something very inconsequential . ",0
10100,it 's pretentious in a way that verges on the amateurish . ,0
10101,"no one can doubt the filmmakers ' motives , but the guys still feels counterproductive . ",0
10103,an american ( and an america ) always reaching for something just outside his grasp ,0
10104,a contemptible imitator starring a `` snl '' has-been acting like an 8-year-old channeling roberto benigni ,0
10107,"hard , cold effect ",0
10109,"some kid who ca n't act , only echoes of jordan ",0
10110,a sea of visual and verbal clichés ,0
10111,the characters seem one-dimensional ,0
10112,of the recent hollywood trip tripe ,0
10114,drowned out by director jon purdy 's sledgehammer sap ,0
10116,wo n't score points for political correctness ,0
10117,does n't sustain interest beyond the first half-hour . ,0
10118,to laugh at how bad ,0
10121,who cares ? ,0
10122,"a banal , virulently unpleasant excuse for a romantic comedy . ",0
10123,to do a little fleeing of its own ,0
10125,repulsive ,0
10126,", mass drug-induced bowel evacuations , and none-too-funny commentary on the cultural distinctions between americans and brits . ",0
10127,a straight-to-video movie ,0
10128,"is so slovenly done , so primitive in technique , that it ca n't really be called animation ",0
10129,"clockstoppers is one of those crazy , mixed-up films that does n't know what it wants to be when it grows up . ",0
10131,like any of these despicable characters ,0
10132,you have left the theater ,0
10136,fuels the self-destructiveness of many young people ,0
10139,as tryingly as the title ,0
10141,"if disney 's cinderella proved that ' a dream is a wish your heart makes , ' then cinderella ii proves that a nightmare is a wish a studio 's wallet makes . ",0
10142,it 's rare that a movie can be as intelligent as this one is in every regard except its storyline ; everything that 's good is ultimately scuttled by a plot that 's just too boring and obvious . ,0
10145,"crossroads feels like a teenybopper ed wood film , replete with the pubescent scandalous innuendo and the high-strung but flaccid drama . ",0
10146,blue crush is so prolonged and boring it is n't even close to being the barn-burningly bad movie it promised it would be . ,0
10151,"rubbish that is listless , witless , and devoid of anything resembling humor ",0
10153,muted freak-out ,0
10155,a dark comedy that goes for sick and demented humor simply to do so . ,0
10157,be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly ,0
10158,"it 's definitely not made for kids or their parents , for that matter ",0
10160,entry number twenty the worst of the brosnan bunch ,0
10162,"is the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness ",0
10164,little emotional resonance ,0
10167,surely read the catcher in the rye but clearly suffers from dyslexia ,0
10170,lessen the overall impact the movie could have had ,0
10172,scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theaters ,0
10173,has dreamed up such blatant and sickening product placement in a movie ,0
10175,go wrong ,0
10177,wanted to leave ,0
10178,"the script covers huge , heavy topics in a bland , surfacey way that does n't offer any insight into why , for instance , good things happen to bad people . ",0
10182,almost peerlessly unsettling . ,0
10185,"not once in the rush to save the day did i become very involved in the proceedings ; to me , it was just a matter of ` eh . ' ",0
10188,it seems as if each watered down the version of the one before ,0
10189,no ,0
10193,"is a lumbering , wheezy drag ",0
10194,glossy hollywood ,0
10198,you 're an absolute raving star wars junkie ,0
10202,corny conventions ,0
10203,attack ,0
10206,were that grand a failure ,0
10207,clueless does south fork ,0
10208,glib but ,0
10209,far more demanding than it needs to be ,0
10210,two not very absorbing characters ,0
10211,a fifty car pileup ,0
10212,the lack ,0
10216,"this odd , distant portuguese import more or less ",0
10218,left off the film 's predictable denouement ,0
10220,motivated by nothing ,0
10221,"the movie is concocted and carried out by folks worthy of scorn , ",0
10222,blow it off the screen ,0
10223,"'s really little more than a particularly slanted , gay s/m fantasy , enervating and deadeningly drawn-out . ",0
10224,as pedestrian as they come . ,0
10225,the climactic burst of violence ,0
10226,want my money back ,0
10227,let this morph into a typical romantic triangle ,0
10228,moldering pile ,0
10231,a long shot ,0
10233,very least ,0
10235,the worst movies of one year ,0
10236,"not a strike against yang 's similarly themed yi yi , but i found what time ? ",0
10237,admit that i am baffled by jason x. ,0
10238,to lowly studio hack ,0
10245,abandoned their slim hopes and dreams ,0
10247,snide and prejudice . ,0
10250,he refuses to evaluate his own work ,0
10257,'s plenty to offend everyone ... ,0
10258,from the writing and direction to the soggy performances -- ,0
10259,"it 's a thin notion , repetitively stretched out to feature length , awash in self-consciously flashy camera effects , droning house music and flat , flat dialogue . ",0
10262,no quarter to anyone seeking to pull a cohesive story out of its 2 1/2 ,0
10263,is something of a stiff -- an extra-dry office comedy that seems twice as long as its 83 minutes . ,0
10266,only a genius ,0
10270,makes absolutely no sense ,0
10273,"it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction ",0
10274,"is that for the most part , the film is deadly dull ",0
10276,become smug or sanctimonious ,0
10277,i do n't mean that in a good way ,0
10278,"written , flatly , by david kendall and directed , barely , by there 's something about mary co-writer ed decter . ",0
10281,is more in love with strangeness than excellence ,0
10282,phoney-feeling sentiment ,0
10285,stuck under my seat trying to sneak out of the theater ,0
10288,little wit and no surprises ,0
10290,whole subplots have no explanation or even plot relevance ,0
10291,is n't going to make box office money that makes michael jordan jealous ,0
10293,adult movies ,0
10297,whether you can tolerate leon barlow ,0
10300,obvious cliches ,0
10304,outshined ,0
10306,zellweger 's whiny pouty-lipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a ,0
10307,not great ,0
10309,lightweight meaning ,0
10313,on the young woman 's infirmity and her naive dreams ,0
10314,as a recording of conversations at the wal-mart checkout line ,0
10317,", but also more than anything else slight ... tadpole pulls back from the consequences of its own actions and revelations . ",0
10318,what you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height . ,0
10321,a prostitute ,0
10322,which leaves any true emotional connection or identification frustratingly out of reach ,0
10323,"it 's a glorified sitcom , and a long , unfunny one at that . ",0
10324,be more genial than ingenious ,0
10325,to insulting the intelligence of anyone who has n't been living under a rock ,0
10326,slimed ,0
10327,is too loud and thoroughly overbearing ,0
10329,makes no difference in the least ,0
10330,the bad reviews ,0
10332,smug self-satisfaction ,0
10338,"plain , unimaginative ",0
10339,anemic ,0
10340,that takes such a speedy swan dive from `` promising '' ,0
10344,"a horrible , 99-minute ",0
10346,"nothing happens , ",0
10347,shapeless and uninflected ,0
10348,"martin lawrence 's latest vehicle can explode obnoxiously into 2,500 screens while something of bubba ho-tep 's clearly evident quality may end up languishing on a shelf somewhere ",0
10349,sadistic ,0
10351,found myself growing more and more frustrated and detached as vincent became more and more abhorrent ,0
10352,seagal ran out of movies years ago ,0
10353,"the movie is n't painfully bad , something to be ` fully experienced ' ; it 's just tediously bad , something to be fully forgotten ",0
10354,cram earplugs ,0
10355,chatty fish ,0
10356,"feel like mopping up , ",0
10357,stalls ,0
10362,is that it 's a crime movie made by someone who obviously knows nothing about crime ,0
10366,i mind ugly ,0
10368,low-rent retread ,0
10369,somewhat tired ,0
10371,crude and unrelentingly exploitative ,0
10373,"... a complete shambles of a movie so sloppy , so uneven , so damn unpleasant that i ca n't believe any viewer , young or old , would have a good time here . ",0
10374,it 's a bad sign in a thriller when you instantly know whodunit . ,0
10375,"schaeffer 's film never settles into the light-footed enchantment the material needs , and ",0
10376,leaves a lot to be desired ,0
10378,"claims to sort the bad guys from the good , which is its essential problem . ",0
10379,"none of this sounds promising and , indeed , the first half of sorority boys is as appalling as any ` comedy ' to ever spill from a projector 's lens . ",0
10384,"are simultaneously buried , drowned and smothered in the excesses of writer-director roger avary ",0
10385,"ugly , irritating ",0
10386,"was so uninspiring that even a story immersed in love , lust , and sin could n't keep my attention ",0
10387,enact a sort of inter-species parody of a vh1 behind the music episode ,0
10389,it just did n't mean much to me and played too skewed to ever get a hold on ( or be entertained by ) . ,0
10393,"it 's hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress . ",0
10396,does not make for much of a movie ,0
10397,in jerking off in all its byzantine incarnations to bother pleasuring its audience ,0
10398,a potentially sudsy set-up ,0
10400,of how uncompelling the movie is unless it happens to cover your particular area of interest ,0
10401,is nothing short of a travesty of a transvestite comedy . ,0
10403,"an abyss of clichés , depression and bad alternative music ",0
10404,for its rather slow beginning ,0
10408,the humor dwindles . ,0
10410,fluffy and disposible . ,0
10413,birot 's ,0
10414,in addition to sporting one of the worst titles in recent cinematic history ,0
10415,"is murder by numbers , and as easy to be bored by as your abc 's , despite a few whopping shootouts . ",0
10417,to place most of the psychological and philosophical material in italics rather than trust an audience 's intelligence ,0
10418,extremely flat ,0
10423,left thinking the only reason to make the movie is because present standards allow for plenty of nudity ,0
10425,", unlikable characters ",0
10426,a seriously bad film with seriously ,0
10427,"the screen -- loud , violent and mindless ",0
10433,this unrelenting bleak insistence on opting out of any opportunity for finding meaning in relationships or work ,0
10434,fails to do justice to either effort in three hours of screen time ,0
10435,"in the end , there is n't much to it . ",0
10436,"all awkward , static ",0
10437,"'s as if allen , at 66 , has stopped challenging himself . ",0
10438,grant is n't cary and bullock is n't katherine . ,0
10439,"does n't really know or care about the characters , and uses them as markers for a series of preordained events ",0
10442,a bad name ,0
10444,this emotional car-wreck ,0
10446,on ugly digital video ,0
10449,could n't come up with a better script . ,0
10450,"argue that entering a church , synagogue or temple does n't mean you have to check your brain at the door ",0
10452,"slow , predictable and not very amusing ",0
10453,'s nothing interesting in unfaithful whatsoever . ,0
10454,juvenile camera movements ,0
10455,"of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape ",0
10456,remake sleepless in seattle again and again ,0
10457,"that kate is n't very bright , but that she has n't been worth caring about ",0
10458,virtually no understanding ,0
10460,"it forces you to watch people doing unpleasant things to each other and themselves , ",0
10462,"the three leads produce adequate performances , but what 's missing from this material is any depth of feeling . ",0
10463,"dwells on crossing-over mumbo jumbo , manipulative sentimentality , and sappy dialogue . ",0
10465,"with `` ichi the killer '' , takashi miike , japan 's wildest filmmaker gives us a crime fighter carrying more emotional baggage than batman ... ",0
10467,girlish tear ducts does n't mean it 's good enough for our girls ,0
10471,are mean giggles and pulchritude . ,0
10472,is just too bad the film 's story does not live up to its style ,0
10474,the obvious cliches ,0
10475,"the kids in the audience at the preview screening seemed bored , cheering the pratfalls but little else ; their parents , wise folks that they are , read books . ",0
10476,burn the negative and the script and pretend the whole thing never existed ,0
10478,vile enough ,0
10487,even worse than its title ,0
10489,this uncharismatically ,0
10491,'s too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience . ,0
10492,impossible to indulge the fanciful daydreams of janice beard ( eileen walsh ) when her real-life persona is so charmless and vacant ,0
10493,is n't talking a talk that appeals to me ,0
10495,put on your own mystery science theatre 3000 tribute to what is almost certainly going to go down as the worst -- and only -- killer website movie of this or any other year ,0
10499,certainly got lost in the `` soon-to-be-forgettable '' section of the quirky rip-off prison romp pile . ,0
10505,peppered with false starts ,0
10506,"michael zaidan , was supposed to have like written the screenplay or something ",0
10507,"a cheap thriller , a dumb comedy ",0
10509,shamelessly manipulative ,0
10510,"a chilly , remote , emotionally distant piece ... so dull that its tagline ",0
10512,", pratfalls , dares , injuries , etc . ",0
10513,"the leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material . ",0
10515,"i had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , ",0
10516,"a preposterous , prurient whodunit ",0
10520,'s only in fairy tales that princesses that are married for political reason live happily ever after ,0
10521,avoiding eye contact and ,0
10522,too fast ,0
10525,much of the film with a creepy and dead-on performance ,0
10527,his dead mother ,0
10528,-- that the ` true story ' by which all the queen 's men is allegedly `` inspired '' was a lot funnier and more deftly enacted than what 's been cobbled together onscreen . ,0
10530,"to be going through the motions , beginning with the pale script ",0
10531,is unusual but unfortunately also irritating . ,0
10532,almost impossible ,0
10533,exposes the limitations of his skill and the basic flaws in his vision ,0
10534,unconcerned ,0
10535,unstinting ,0
10537,"in old-fashioned screenwriting parlance , ms. shreve 's novel proved too difficult a text to ` lick , ' despite the efforts of a first-rate cast . ",0
10543,"who , exactly , is fighting whom here ",0
10545,"there 's no real sense of suspense , and ",0
10546,threw loads of money at an idea that should 've been so much more even if it was only made for teenage boys and wrestling fans ,0
10547,thumbs down ,0
10548,a mimetic approximation of better films ,0
10550,"the tuxedo was n't just bad ; it was , as my friend david cross would call it , ` hungry-man portions of bad ' ",0
10553,psychologically unpersuasive ,0
10557,targeted to the tiniest segment of an already obscure demographic . ,0
10560,"'s muy loco , but no more ridiculous ",0
10562,with a tawdry b-movie scum ,0
10567,"`` sorority boys '' was funnier , and that movie was pretty bad . ",0
10569,a crass and insulting homage ,0
10570,'s rarely as moronic as some campus gross-out films ,0
10572,sitting through dahmer 's two hours amounts to little more than punishment . ,0
10573,of a predictable outcome and a screenplay ,0
10578,groaners ,0
10580,"goldmember has none of the visual wit of the previous pictures , and it looks as though jay roach directed the film from the back of a taxicab ",0
10582,is undone by anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold . ,0
10584,sad sack ,0
10591,plotless collection of moronic stunts ,0
10592,plain old blarney ,0
10600,cruelty and suffering ,0
10603,"gone , replaced by the forced funniness found in the dullest kiddie flicks ",0
10605,"contrived , awkward and filled with unintended laughs , the film shows signs that someone other than the director got into the editing room and tried to improve things by making the movie go faster . ",0
10606,it 's a visual rorschach test and i must have failed . ,0
10608,"that even a story immersed in love , lust , and sin could n't keep my attention ",0
10614,is not as well-conceived as either of those films ,0
10619,linking a halfwit plot ,0
10620,it is that it does n't give a damn . ,0
10621,an impossible spot because his character 's deceptions ultimately undo him and ,0
10623,sub-formulaic slap ,0
10626,out-sized ,0
10631,waste their time on it ,0
10634,is a bomb ,0
10636,one of the most unpleasant things the studio ,0
10639,rather bland ,0
10642,the darkest variety ,0
10643,the butt of its own joke ,0
10644,chronically mixed signals ,0
10651,in a ridiculous wig no respectable halloween costume shop would ever try to sell ,0
10652,that the movie has no idea of it is serious ,0
10654,its flaws ,0
10655,watching this waste of time ,0
10658,disappointingly generic ,0
10662,", lawrence unleashes his trademark misogyny -- er , comedy -- like a human volcano or an overflowing septic tank , ",0
10663,needed so badly but what is virtually absent ,0
10664,is merely a charmless witch ,0
10665,'s too harsh ,0
10668,"long on the irrelevant as on the engaging , which gradually turns what time ",0
10669,swallow its absurdities and crudities ,0
10671,a literary detective story is still a detective story ,0
10672,did n't laugh . ,0
10673,cowardly ,0
10674,"like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining ",0
10684,poor fit ,0
10685,can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed ,0
10689,grenade ,0
10690,disgusting source material ,0
10691,"parochial , accessible to a chosen few , standoffish to everyone else , and smugly suggests a superior moral tone is more important than filmmaking skill ",0
10692,that reek of a script rewrite designed to garner the film a `` cooler '' pg-13 rating ,0
10693,", numbing action sequence made up mostly of routine stuff yuen has given us before . ",0
10695,rendered in as flat ,0
10699,corny ,0
10700,"jaw-droppingly superficial , straining to get by on humor that is not even as daring as john ritter 's glory days on three 's company . ",0
10704,'s spiffing up leftovers that are n't so substantial or fresh ,0
10705,"has about 3/4th the fun of its spry 2001 predecessor -- but it 's a rushed , slapdash , sequel-for-the-sake - of-a-sequel with less than half the plot and ingenuity . ",0
10706,missing from it ,0
10707,muddy psychological thriller ,0
10709,then ends with a whimper ,0
10713,stretched out to feature length ,0
10721,trapped at a bad rock concert ,0
10724,with a hack script ,0
10725,tough to be startled when you 're almost dozing ,0
10727,to pull his head out of his butt ,0
10728,a $ 40 million version of a game you 're more likely to enjoy on a computer ,0
10729,the result is a film that 's about as subtle as a party political broadcast ,0
10730,"the most moronic screenplays of the year , ",0
10735,this emotional misery ,0
10743,of artificial suspense ,0
10748,"from the screenplay , but rather the mediocre performances ",0
10749,to describe how bad it is ,0
10752,"cassavetes thinks he 's making dog day afternoon with a cause , but all he 's done is to reduce everything he touches to a shrill , didactic cartoon ",0
10756,deadeningly drawn-out ,0
10757,"you pay the full ticket price to see `` simone , '' and consider a dvd rental instead ",0
10760,"does n't understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself . ",0
10765,farewell-to-innocence movies ,0
10767,is trash ,0
10769,falls apart like a cheap lawn chair ,0
10770,a script that assumes you are n't very bright ,0
10771,feels like a hazy high that takes too long to shake . ,0
10773,fills me with revulsion ,0
10779,"stodgy , soap opera-ish dialogue ",0
10782,abandon the theater ,0
10785,skeeved out that they 'd need a shower ,0
10787,worst titles ,0
10788,the lack of naturalness makes everything seem self-consciously poetic and forced ... it 's a pity that ( nelson 's ) achievement does n't match his ambition ,0
10789,crudely literal ,0
10790,revolting ,0
10793,it 's an 88-minute highlight reel that 's 86 minutes too long . ,0
10796,smacks of exhibitionism more than it does cathartic truth telling . ,0
10797,heady jumble ,0
10804,unfunny comedy ,0
10806,bland ,0
10808,i have returned from the beyond to warn you : ,0
10809,a technological exercise that lacks juice and delight ,0
10817,may not rival the filmmaker 's period pieces ,0
10819,in almost every possible way -- from the writing and direction to the soggy performances -- tossed off ,0
10823,"contrived , maudlin and cliche-ridden ",0
10829,"an uncomfortable movie , suffocating and sometimes almost senseless ",0
10833,"its seemingly eternal running time to pique your interest , your imagination , your empathy or anything , really , save your disgust and your indifference ",0
10834,is neither amusing nor dramatic enough to sustain interest ,0
10836,the murk of its own making ,0
10837,mobius strip ,0
10838,most devastating ,0
10841,a ` direct-to-video ' release ,0
10842,"catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ",0
10843,from bland actors ,0
10850,a bad premise ,0
10853,third act miscalculation ,0
10854,we do get the distinct impression that this franchise is drawing to a close . ,0
10856,"redone for horses , with fewer deliberate laughs , more inadvertent ones and stunningly trite songs ",0
10857,no charm ,0
10858,clumsily manufactured exploitation flick ,0
10859,insufferably naive ,0
10860,looks and feels tired . ,0
10863,if ms. sugarman followed through on her defiance of the saccharine ,0
10864,in a long time that made me want to bolt the theater in the first 10 minutes ,0
10867,every bad action-movie line ,0
10869,scorsese 's mean streets redone by someone who ignored it in favor of old ` juvenile delinquent ' paperbacks with titles like leather warriors and switchblade sexpot ,0
10870,something appears to have been lost in the translation this time ,0
10871,suggests a superior moral tone is more important than filmmaking skill ,0
10881,ridiculous and money-oriented ,0
10882,more and more frustrating ,0
10885,abysmally pathetic ,0
10886,invested in undergraduate doubling subtexts and ridiculous stabs at existentialism reminding of the discovery of the wizard of god ,0
10887,relatively nothing happens ,0
10890,it reduces the complexities to bromides and slogans ,0
10891,"faced with the possibility that her life is meaningless , vapid and devoid of substance , in a movie that is definitely meaningless , vapid and devoid of substance . ",0
10898,"things really get weird , though not particularly scary ",0
10901,endless assault ,0
10911,no . ,0
10912,bottom-rung new jack city ,0
10913,indignation ,0
10914,standard guns versus martial arts cliche with little new added . ,0
10918,"seems uncertain whether it wants to be an acidic all-male all about eve or a lush , swooning melodrama in the intermezzo strain . ",0
10919,"did no one on the set have a sense of humor , or did they not have the nerve to speak up ",0
10921,"jagged , ",0
10926,to a boatload of screenwriting cliches that sink it faster than a leaky freighter ,0
10927,"loses its fire midway , nearly flickering out by its perfunctory conclusion . ",0
10928,excruciatingly ,0
10934,was so endlessly ,0
10935,"'s a long way from orwell 's dark , intelligent warning cry ( 1984 ) to the empty stud knockabout of equilibrium ",0
10938,after the most awful acts are committed ,0
10940,needlessly ,0
10944,that falls far short ,0
10945,"the movie is n't painfully bad , something to be ` fully experienced ' ; it 's just tediously bad , something to be fully forgotten . ",0
10948,'s probably not easy to make such a worthless film ... ,0
10951,aimlessly and unsuccessfully ,0
10953,"suffers a severe case of oversimplification , superficiality and silliness ",0
10954,all the dramatic weight of a raindrop ,0
10955,a scrooge or two ,0
10956,sounds like another clever if pointless excursion into the abyss ,0
10958,mess . ,0
10962,bottom-feeder sequel ,0
10966,nor terribly funny ,0
10967,aged ,0
10968,"definitive , if disingenuous , ",0
10969,"infantile , redundant , sloppy ",0
10970,"rymer does n't trust laughs -- and does n't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects . ",0
10975,he needs to pull his head out of his butt ,0
10977,"loud , silly , stupid and pointless ",0
10980,that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener ,0
10982,'s ) better at fingering problems than finding solutions ,0
10983,lack depth or complexity ,0
10984,that resident evil is not it ,0
10985,", not scarier ",0
10986,it might be like trying to eat brussels sprouts . ,0
10987,sequences boring . ,0
10989,finds a way to make j.k. rowling 's marvelous series into a deadly bore . ,0
10995,enacted than what 's been cobbled together onscreen ,0
10999,", lawrence sounds whiny and defensive , as if his life-altering experiences made him bitter and less mature . ",0
11001,think is supposed to be an attempt at hardass american but sometimes just lapses into unhidden british ,0
11004,the ya-ya 's have many secrets and one is - the books are better . ,0
11005,i 'm not sure these words have ever been together in the same sentence : this erotic cannibal movie is boring ,0
11006,a reality-snubbing hodgepodge . ,0
11008,neither amusing nor dramatic enough to sustain interest ,0
11013,"is the gabbiest giant-screen movie ever , ",0
11014,"writing , skewed characters ",0
11018,bad things ,0
11019,"it was n't the subject matter that ultimately defeated the film ... it was the unfulfilling , incongruous , `` wait a second ",0
11022,"anyone who has reached puberty actually finding the characters in slackers or their antics amusing , let alone funny ",0
11023,nemesis ,0
11024,will probably never achieve the popularity of my big fat greek wedding ,0
11025,overly old-fashioned ,0
11028,"is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama ",0
11030,does n't really believe in it ,0
11033,"once again , director chris columbus takes a hat-in-hand approach to rowling that stifles creativity and allows the film to drag on for nearly three hours . ",0
11035,more than a tepid exercise in ,0
11036,most poorly staged ,0
11039,"done , so primitive in technique , ",0
11040,director tom shadyac and star kevin costner glumly mishandle the story 's promising premise of a physician who needs to heal himself . ,0
11041,proves that not only blockbusters pollute the summer movie pool . ,0
11043,wo n't have you swinging from the trees hooting it 's praises ,0
11050,to cram too many ingredients into one small pot ,0
11051,and for all the wrong reasons besides . ,0
11052,crime expertly ,0
11055,wretched movie ,0
11057,marred beyond redemption ,0
11058,its exploitive array of obligatory cheap ,0
11062,the movie is a lumbering load of hokum but ,0
11063,shows its indie tatters and self-conscious seams in places ,0
11064,ice age wo n't drop your jaw ,0
11066,"( carvey 's ) characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark ",0
11068,"can still make you feel that you never want to see another car chase , explosion or gunfight again ",0
11070,black-and-white and unrealistic . ,0
11073,this is n't a movie ,0
11075,", profane and exploitative as the most offensive action flick you 've ever seen . ",0
11076,"carefully choreographed atrocities , which become strangely impersonal and abstract ",0
11078,there 's already been too many of these films ... ,0
11081,is fatal for a film that relies on personal relationships ,0
11082,"one long , numbing action sequence made up mostly of routine stuff yuen has given us before . ",0
11084,"the pairing does sound promising in theory ... but their lack of chemistry makes eddie murphy and robert deniro in showtime look like old , familiar vaudeville partners . ",0
11088,", uneventful ",0
11089,it just did n't mean much to me and played too skewed to ever get a hold on ( or be entertained by ) ,0
11093,", the dialogue sounds like horrible poetry . ",0
11094,leaden script ,0
11104,so stilted and unconvincing ,0
11107,"can not mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys ' superhuman capacity to withstand pain . ",0
11109,little more than punishment ,0
11112,the absence of narrative continuity ,0
11115,sketchy it amounts to little more than preliminary notes for a science-fiction horror film ,0
11118,everything was as superficial as the forced new jersey lowbrow accent uma had . ,0
11119,slather clearasil over the blemishes of youth ,0
11122,reel in when we should be playing out ,0
11125,'s quite an achievement to set and shoot a movie at the cannes film festival and yet fail to capture its visual appeal or its atmosphere . ,0
11126,of being overrun by corrupt and hedonistic weasels ,0
11127,it 's been 13 months and 295 preview screenings since i last walked out on a movie ,0
11129,"has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s ",0
11130,"serious re-working to show more of the dilemma , rather than have his characters stage shouting ",0
11133,torments and angst ,0
11135,"is ultimately rather silly and overwrought , ",0
11136,saccharine genre ,0
11137,high points to keep this from being a complete waste of time ,0
11138,the problem is that the movie has no idea of it is serious or not . ,0
11142,a strangely ,0
11147,poorly structured ,0
11151,"then again , i hate myself most mornings . ",0
11153,unrelentingly grim ,0
11155,such a wildly uneven hit-and-miss enterprise ,0
11164,"staged violence overshadows everything , ",0
2,that loves its characters and communicates something rather beautiful about human nature ,1
6,"demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small , personal film with an emotional wallop . ",1
7,of saucy ,1
9,are more deeply thought through than in most ` right-thinking ' films ,1
15,the greatest musicians ,1
17,with his usual intelligence and subtlety ,1
19,"swimming is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings , it succeeds . ",1
20,equals the original and in some ways even betters it ,1
21,"if anything , see it for karen black , who camps up a storm as a fringe feminist conspiracy theorist named dirty dick . ",1
22,a smile on your face ,1
23,"comes from the brave , uninhibited performances ",1
25,enriched by an imaginatively mixed cast of antic spirits ,1
27,in world cinema ,1
28,very good viewing alternative ,1
31,on all cylinders ,1
35,more than another `` best man '' clone by weaving a theme throughout this funny film ,1
36,it 's about issues most adults have to face in marriage and i think that 's what i liked about it -- the real issues tucked between the silly and crude storyline ,1
37,heroes ,1
39,sharply ,1
43,"covers this territory with wit and originality , suggesting that with his fourth feature ",1
45,gorgeous and deceptively minimalist ,1
46,cross swords with the best of them and ,1
48,"proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film . ",1
51,a muddle splashed with bloody beauty as vivid as any scorsese has ever given us . ,1
53,a beautifully ,1
57,to be as subtle and touching as the son 's room ,1
58,starts with a legend ,1
60,rich veins of funny stuff in this movie ,1
65,is pretty damned funny . ,1
69,"the storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome . ",1
72,seem fresh ,1
75,pays earnest homage to turntablists ,1
79,film to affirm love 's power to help people endure almost unimaginable horror ,1
80,are an absolute joy ,1
81,generates ,1
82,", like life , is n't much fun without the highs and lows ",1
83,based on a true and historically significant story ,1
84,well-rounded tribute ,1
86,so much like a young robert deniro ,1
87,"khouri manages , with terrific flair , to keep the extremes of screwball farce and blood-curdling family intensity on one continuum . ",1
88,fashioning an engrossing entertainment out ,1
89,spiffy animated feature ,1
91,"alternating between facetious comic parody and pulp melodrama , this smart-aleck movie ... tosses around some intriguing questions about the difference between human and android life ",1
93,", generous and subversive artworks ",1
94,"it does n't follow the stale , standard , connect-the-dots storyline which has become commonplace in movies that explore the seamy underbelly of the criminal world ",1
95,funny yet ,1
97,it 's robert duvall ! ,1
98,rich and sudden wisdom ,1
99,"acted and directed , it 's clear that washington most certainly has a new career ahead of him ",1
100,in memory ,1
101,respectable new one ,1
103,hate to tear your eyes away from the images long enough to read the subtitles ,1
105,", this gender-bending comedy is generally quite funny . ",1
108,"the direction has a fluid , no-nonsense authority , and the performances by harris , phifer and cam ` ron seal the deal . ",1
109,would have liked it more if it had just gone that one step further ,1
111,hawaiian shirt ,1
